"","ref","tooth","tribe","species"
"1693","DSCN6696","LM3","Reduncini","Kobus leche"
"1694","DSCN6700","LM3","Reduncini","Kobus leche"
"1695","DSCN6704","LM3","Reduncini","Kobus leche"
"1696","DSCN6712","LM3","Reduncini","Kobus leche"
"1697","DSCN6716","LM3","Reduncini","Kobus leche"
"1698","DSCN6720","LM3","Reduncini","Kobus leche"
"1699","DSCN6723","LM3","Reduncini","Kobus leche"
"1700","DSCN6727","LM3","Reduncini","Kobus leche"
"1701","DSCN6731","LM3","Reduncini","Kobus leche"
"1702","DSCN6735","LM3","Reduncini","Kobus leche"
"1703","DSCN6739","LM3","Reduncini","Kobus leche"
"1704","DSCN6743","LM3","Reduncini","Kobus leche"
"1705","DSCN6747","LM3","Reduncini","Kobus leche"
"1706","DSCN6753","LM3","Reduncini","Kobus leche"
"1707","DSCN6758","LM3","Reduncini","Kobus leche"
"1708","DSCN3527","UM1","Reduncini","Kobus leche"
"1709","DSCN6583","UM1","Reduncini","Kobus leche"
"1710","DSCN6591","UM1","Reduncini","Kobus leche"
"1711","DSCN6595","UM1","Reduncini","Kobus leche"
"1712","DSCN6599","UM1","Reduncini","Kobus leche"
"1713","DSCN6602","UM1","Reduncini","Kobus leche"
"1714","DSCN6609","UM1","Reduncini","Kobus leche"
"1715","DSCN6613","UM1","Reduncini","Kobus leche"
"1716","DSCN6617","UM1","Reduncini","Kobus leche"
"1717","DSCN6625","UM1","Reduncini","Kobus leche"
"1718","DSCN6629","UM1","Reduncini","Kobus leche"
"1719","DSCN6633","UM1","Reduncini","Kobus leche"
"1720","DSCN6637","UM1","Reduncini","Kobus leche"
"1721","DSCN6641","UM1","Reduncini","Kobus leche"
"1722","DSCN6644","UM1","Reduncini","Kobus leche"
"1723","DSCN6649","UM1","Reduncini","Kobus leche"
"1724","DSCN6655","UM1","Reduncini","Kobus leche"
"1725","DSCN6667","UM1","Reduncini","Kobus leche"
"1726","DSCN3526","UM2","Reduncini","Kobus leche"
"1727","DSCN6129","UM2","Reduncini","Kobus leche"
"1728","DSCN6138","UM2","Reduncini","Kobus leche"
"1729","DSCN6142","UM2","Reduncini","Kobus leche"
"1730","DSCN6154","UM2","Reduncini","Kobus leche"
"1731","DSCN6582","UM2","Reduncini","Kobus leche"
"1732","DSCN6586","UM2","Reduncini","Kobus leche"
"1733","DSCN6590","UM2","Reduncini","Kobus leche"
"1734","DSCN6594","UM2","Reduncini","Kobus leche"
"1735","DSCN6598","UM2","Reduncini","Kobus leche"
"1736","DSCN6601","UM2","Reduncini","Kobus leche"
"1737","DSCN6605","UM2","Reduncini","Kobus leche"
"1738","DSCN6608","UM2","Reduncini","Kobus leche"
"1739","DSCN6612","UM2","Reduncini","Kobus leche"
"1740","DSCN6616","UM2","Reduncini","Kobus leche"
"1741","DSCN6620","UM2","Reduncini","Kobus leche"
"1742","DSCN6624","UM2","Reduncini","Kobus leche"
"1743","DSCN6628","UM2","Reduncini","Kobus leche"
"1744","DSCN6632","UM2","Reduncini","Kobus leche"
"1745","DSCN6636","UM2","Reduncini","Kobus leche"
"1746","DSCN6640","UM2","Reduncini","Kobus leche"
"1747","DSCN6643","UM2","Reduncini","Kobus leche"
"1748","DSCN6648","UM2","Reduncini","Kobus leche"
"1749","DSCN6651","UM2","Reduncini","Kobus leche"
"1750","DSCN6654","UM2","Reduncini","Kobus leche"
"1751","DSCN6658","UM2","Reduncini","Kobus leche"
"1752","DSCN6662","UM2","Reduncini","Kobus leche"
"1753","DSCN6666","UM2","Reduncini","Kobus leche"
"1754","DSCN3525","UM3","Reduncini","Kobus leche"
"1755","DSCN6581","UM3","Reduncini","Kobus leche"
"1756","DSCN6585","UM3","Reduncini","Kobus leche"
"1757","DSCN6589","UM3","Reduncini","Kobus leche"
"1758","DSCN6593","UM3","Reduncini","Kobus leche"
"1759","DSCN6597","UM3","Reduncini","Kobus leche"
"1760","DSCN6600","UM3","Reduncini","Kobus leche"
"1761","DSCN6604","UM3","Reduncini","Kobus leche"
"1762","DSCN6607","UM3","Reduncini","Kobus leche"
"1763","DSCN6611","UM3","Reduncini","Kobus leche"
"1764","DSCN6615","UM3","Reduncini","Kobus leche"
"1765","DSCN6619","UM3","Reduncini","Kobus leche"
"1766","DSCN6623","UM3","Reduncini","Kobus leche"
"1767","DSCN6627","UM3","Reduncini","Kobus leche"
"1768","DSCN6631","UM3","Reduncini","Kobus leche"
"1769","DSCN6635","UM3","Reduncini","Kobus leche"
"1770","DSCN6639","UM3","Reduncini","Kobus leche"
"1771","DSCN6642","UM3","Reduncini","Kobus leche"
"1772","DSCN6647","UM3","Reduncini","Kobus leche"
"1773","DSCN6650","UM3","Reduncini","Kobus leche"
"1774","DSCN6653","UM3","Reduncini","Kobus leche"
"1775","DSCN6657","UM3","Reduncini","Kobus leche"
"1776","DSCN6661","UM3","Reduncini","Kobus leche"
"1777","DSCN6665","UM3","Reduncini","Kobus leche"
"1778","DSCN3408","LM1","Reduncini","Redunca arundinum"
"1779","DSCN3412","LM1","Reduncini","Redunca arundinum"
"1780","DSCN3417","LM1","Reduncini","Redunca arundinum"
"1781","DSCN3424","LM1","Reduncini","Redunca arundinum"
"1782","DSCN3428","LM1","Reduncini","Redunca arundinum"
"1783","DSCN3440","LM1","Reduncini","Redunca arundinum"
"1784","DSCN3443","LM1","Reduncini","Redunca arundinum"
"1785","DSCN3447","LM1","Reduncini","Redunca arundinum"
"1786","DSCN3494","LM1","Reduncini","Redunca arundinum"
"1787","DSCN3498","LM1","Reduncini","Redunca arundinum"
"1788","DSCN3508","LM1","Reduncini","Redunca arundinum"
"1789","DSCN6378","LM1","Reduncini","Redunca arundinum"
"1790","DSCN6382","LM1","Reduncini","Redunca arundinum"
"1791","DSCN6386","LM1","Reduncini","Redunca arundinum"
"1792","DSCN6390","LM1","Reduncini","Redunca arundinum"
"1793","DSCN6407","LM1","Reduncini","Redunca arundinum"
"1794","DSCN6411","LM1","Reduncini","Redunca arundinum"
"1795","DSCN6415","LM1","Reduncini","Redunca arundinum"
"1796","DSCN3407","LM2","Reduncini","Redunca arundinum"
"1797","DSCN3411","LM2","Reduncini","Redunca arundinum"
"1798","DSCN3416","LM2","Reduncini","Redunca arundinum"
"1799","DSCN3420","LM2","Reduncini","Redunca arundinum"
"1800","DSCN3423","LM2","Reduncini","Redunca arundinum"
"1801","DSCN3431","LM2","Reduncini","Redunca arundinum"
"1802","DSCN3434","LM2","Reduncini","Redunca arundinum"
"1803","DSCN3439","LM2","Reduncini","Redunca arundinum"
"1804","DSCN3442","LM2","Reduncini","Redunca arundinum"
"1805","DSCN3446","LM2","Reduncini","Redunca arundinum"
"1806","DSCN3500","LM2","Reduncini","Redunca arundinum"
"1807","DSCN3504","LM2","Reduncini","Redunca arundinum"
"1808","DSCN3507","LM2","Reduncini","Redunca arundinum"
"1809","DSCN6377","LM2","Reduncini","Redunca arundinum"
"1810","DSCN6381","LM2","Reduncini","Redunca arundinum"
"1811","DSCN6385","LM2","Reduncini","Redunca arundinum"
"1812","DSCN6389","LM2","Reduncini","Redunca arundinum"
"1813","DSCN6396","LM2","Reduncini","Redunca arundinum"
"1814","DSCN6406","LM2","Reduncini","Redunca arundinum"
"1815","DSCN6410","LM2","Reduncini","Redunca arundinum"
"1816","DSCN6414","LM2","Reduncini","Redunca arundinum"
"1817","DSCN6422","LM2","Reduncini","Redunca arundinum"
"1818","DSCN3406","LM3","Reduncini","Redunca arundinum"
"1819","DSCN3410","LM3","Reduncini","Redunca arundinum"
"1820","DSCN3415","LM3","Reduncini","Redunca arundinum"
"1821","DSCN3419","LM3","Reduncini","Redunca arundinum"
"1822","DSCN3422","LM3","Reduncini","Redunca arundinum"
"1823","DSCN3426","LM3","Reduncini","Redunca arundinum"
"1824","DSCN3432","LM3","Reduncini","Redunca arundinum"
"1825","DSCN3438","LM3","Reduncini","Redunca arundinum"
"1826","DSCN3441","LM3","Reduncini","Redunca arundinum"
"1827","DSCN3445","LM3","Reduncini","Redunca arundinum"
"1828","DSCN3493","LM3","Reduncini","Redunca arundinum"
"1829","DSCN3496","LM3","Reduncini","Redunca arundinum"
"1830","DSCN3499","LM3","Reduncini","Redunca arundinum"
"1831","DSCN3503","LM3","Reduncini","Redunca arundinum"
"1832","DSCN3506","LM3","Reduncini","Redunca arundinum"
"1833","DSCN6376","LM3","Reduncini","Redunca arundinum"
"1834","DSCN6380","LM3","Reduncini","Redunca arundinum"
"1835","DSCN6384","LM3","Reduncini","Redunca arundinum"
"1836","DSCN6391","LM3","Reduncini","Redunca arundinum"
"1837","DSCN6395","LM3","Reduncini","Redunca arundinum"
"1838","DSCN6401","LM3","Reduncini","Redunca arundinum"
"1839","DSCN6405","LM3","Reduncini","Redunca arundinum"
"1840","DSCN6409","LM3","Reduncini","Redunca arundinum"
"1841","DSCN6413","LM3","Reduncini","Redunca arundinum"
"1842","DSCN6421","LM3","Reduncini","Redunca arundinum"
"1843","DSCN3456","UM1","Reduncini","Redunca arundinum"
"1844","DSCN3461","UM1","Reduncini","Redunca arundinum"
"1845","DSCN3464","UM1","Reduncini","Redunca arundinum"
"1846","DSCN3468","UM1","Reduncini","Redunca arundinum"
"1847","DSCN3473","UM1","Reduncini","Redunca arundinum"
"1848","DSCN3481","UM1","Reduncini","Redunca arundinum"
"1849","DSCN3487","UM1","Reduncini","Redunca arundinum"
"1850","DSCN3491","UM1","Reduncini","Redunca arundinum"
"1851","DSCN6287","UM1","Reduncini","Redunca arundinum"
"1852","DSCN6291","UM1","Reduncini","Redunca arundinum"
"1853","DSCN6311","UM1","Reduncini","Redunca arundinum"
"1854","DSCN6315","UM1","Reduncini","Redunca arundinum"
"1855","DSCN6319","UM1","Reduncini","Redunca arundinum"
"1856","DSCN6323","UM1","Reduncini","Redunca arundinum"
"1857","DSCN6327","UM1","Reduncini","Redunca arundinum"
"1858","DSCN6331","UM1","Reduncini","Redunca arundinum"
"1859","DSCN6335","UM1","Reduncini","Redunca arundinum"
"1860","DSCN6338","UM1","Reduncini","Redunca arundinum"
"1861","DSCN6342","UM1","Reduncini","Redunca arundinum"
"1862","DSCN6346","UM1","Reduncini","Redunca arundinum"
"1863","DSCN6353","UM1","Reduncini","Redunca arundinum"
"1864","DSCN6365","UM1","Reduncini","Redunca arundinum"
"1865","DSCN6370","UM1","Reduncini","Redunca arundinum"
"1866","DSCN6374","UM1","Reduncini","Redunca arundinum"
"1867","DSCN3455","UM2","Reduncini","Redunca arundinum"
"1868","DSCN3457","UM2","Reduncini","Redunca arundinum"
"1869","DSCN3460","UM2","Reduncini","Redunca arundinum"
"1870","DSCN3463","UM2","Reduncini","Redunca arundinum"
"1871","DSCN3467","UM2","Reduncini","Redunca arundinum"
"1872","DSCN3472","UM2","Reduncini","Redunca arundinum"
"1873","DSCN3476","UM2","Reduncini","Redunca arundinum"
"1874","DSCN3478","UM2","Reduncini","Redunca arundinum"
"1875","DSCN3480","UM2","Reduncini","Redunca arundinum"
"1876","DSCN3484","UM2","Reduncini","Redunca arundinum"
"1877","DSCN3486","UM2","Reduncini","Redunca arundinum"
"1878","DSCN3490","UM2","Reduncini","Redunca arundinum"
"1879","DSCN6286","UM2","Reduncini","Redunca arundinum"
"1880","DSCN6290","UM2","Reduncini","Redunca arundinum"
"1881","DSCN6310","UM2","Reduncini","Redunca arundinum"
"1882","DSCN6314","UM2","Reduncini","Redunca arundinum"
"1883","DSCN6318","UM2","Reduncini","Redunca arundinum"
"1884","DSCN6322","UM2","Reduncini","Redunca arundinum"
"1885","DSCN6326","UM2","Reduncini","Redunca arundinum"
"1886","DSCN6330","UM2","Reduncini","Redunca arundinum"
"1887","DSCN6334","UM2","Reduncini","Redunca arundinum"
"1888","DSCN6337","UM2","Reduncini","Redunca arundinum"
"1889","DSCN6341","UM2","Reduncini","Redunca arundinum"
"1890","DSCN6352","UM2","Reduncini","Redunca arundinum"
"1891","DSCN6355","UM2","Reduncini","Redunca arundinum"
"1892","DSCN6358","UM2","Reduncini","Redunca arundinum"
"1893","DSCN6361","UM2","Reduncini","Redunca arundinum"
"1894","DSCN6364","UM2","Reduncini","Redunca arundinum"
"1895","DSCN3450","UM3","Reduncini","Redunca arundinum"
"1896","DSCN3454","UM3","Reduncini","Redunca arundinum"
"1897","DSCN3459","UM3","Reduncini","Redunca arundinum"
"1898","DSCN3462","UM3","Reduncini","Redunca arundinum"
"1899","DSCN3465","UM3","Reduncini","Redunca arundinum"
"1900","DSCN3471","UM3","Reduncini","Redunca arundinum"
"1901","DSCN3475","UM3","Reduncini","Redunca arundinum"
"1902","DSCN3477","UM3","Reduncini","Redunca arundinum"
"1903","DSCN3479","UM3","Reduncini","Redunca arundinum"
"1904","DSCN3483","UM3","Reduncini","Redunca arundinum"
"1905","DSCN3485","UM3","Reduncini","Redunca arundinum"
"1906","DSCN3489","UM3","Reduncini","Redunca arundinum"
"1907","DSCN6285","UM3","Reduncini","Redunca arundinum"
"1908","DSCN6289","UM3","Reduncini","Redunca arundinum"
"1909","DSCN6309","UM3","Reduncini","Redunca arundinum"
"1910","DSCN6313","UM3","Reduncini","Redunca arundinum"
"1911","DSCN6317","UM3","Reduncini","Redunca arundinum"
"1912","DSCN6321","UM3","Reduncini","Redunca arundinum"
"1913","DSCN6325","UM3","Reduncini","Redunca arundinum"
"1914","DSCN6329","UM3","Reduncini","Redunca arundinum"
"1915","DSCN6333","UM3","Reduncini","Redunca arundinum"
"1916","DSCN6336","UM3","Reduncini","Redunca arundinum"
"1917","DSCN6340","UM3","Reduncini","Redunca arundinum"
"1918","DSCN6344","UM3","Reduncini","Redunca arundinum"
"1919","DSCN6348","UM3","Reduncini","Redunca arundinum"
"1920","DSCN6351","UM3","Reduncini","Redunca arundinum"
"1921","DSCN6354","UM3","Reduncini","Redunca arundinum"
"1922","DSCN6357","UM3","Reduncini","Redunca arundinum"
"1923","DSCN6360","UM3","Reduncini","Redunca arundinum"
"1924","DSCN6363","UM3","Reduncini","Redunca arundinum"
"1925","DSCN3391","LM1","Reduncini","Redunca fulvorufulva"
"1926","DSCN3395","LM1","Reduncini","Redunca fulvorufulva"
"1927","DSCN3400","LM1","Reduncini","Redunca fulvorufulva"
"1928","DSCN3519","LM1","Reduncini","Redunca fulvorufulva"
"1929","DSCN6179","LM1","Reduncini","Redunca fulvorufulva"
"1930","DSCN6209","LM1","Reduncini","Redunca fulvorufulva"
"1931","DSCN6213","LM1","Reduncini","Redunca fulvorufulva"
"1932","DSCN6222","LM1","Reduncini","Redunca fulvorufulva"
"1933","DSCN6226","LM1","Reduncini","Redunca fulvorufulva"
"1934","DSCN6234","LM1","Reduncini","Redunca fulvorufulva"
"1935","DSCN6242","LM1","Reduncini","Redunca fulvorufulva"
"1936","DSCN6254","LM1","Reduncini","Redunca fulvorufulva"
"1937","DSCN3390","LM2","Reduncini","Redunca fulvorufulva"
"1938","DSCN3394","LM2","Reduncini","Redunca fulvorufulva"
"1939","DSCN3518","LM2","Reduncini","Redunca fulvorufulva"
"1940","DSCN4351","LM2","Reduncini","Redunca fulvorufulva"
"1941","DSCN6178","LM2","Reduncini","Redunca fulvorufulva"
"1942","DSCN6188","LM2","Reduncini","Redunca fulvorufulva"
"1943","DSCN6195","LM2","Reduncini","Redunca fulvorufulva"
"1944","DSCN6203","LM2","Reduncini","Redunca fulvorufulva"
"1945","DSCN6208","LM2","Reduncini","Redunca fulvorufulva"
"1946","DSCN6212","LM2","Reduncini","Redunca fulvorufulva"
"1947","DSCN6216","LM2","Reduncini","Redunca fulvorufulva"
"1948","DSCN6225","LM2","Reduncini","Redunca fulvorufulva"
"1949","DSCN6229","LM2","Reduncini","Redunca fulvorufulva"
"1950","DSCN6233","LM2","Reduncini","Redunca fulvorufulva"
"1951","DSCN6241","LM2","Reduncini","Redunca fulvorufulva"
"1952","DSCN6245","LM2","Reduncini","Redunca fulvorufulva"
"1953","DSCN6253","LM2","Reduncini","Redunca fulvorufulva"
"1954","DSCN6257","LM2","Reduncini","Redunca fulvorufulva"
"1955","DSCN6265","LM2","Reduncini","Redunca fulvorufulva"
"1956","DSCN6274","LM2","Reduncini","Redunca fulvorufulva"
"1957","DSCN3389","LM3","Reduncini","Redunca fulvorufulva"
"1958","DSCN3393","LM3","Reduncini","Redunca fulvorufulva"
"1959","DSCN3517","LM3","Reduncini","Redunca fulvorufulva"
"1960","DSCN4350","LM3","Reduncini","Redunca fulvorufulva"
"1961","DSCN6177","LM3","Reduncini","Redunca fulvorufulva"
"1962","DSCN6182","LM3","Reduncini","Redunca fulvorufulva"
"1963","DSCN6186","LM3","Reduncini","Redunca fulvorufulva"
"1964","DSCN6189","LM3","Reduncini","Redunca fulvorufulva"
"1965","DSCN6194","LM3","Reduncini","Redunca fulvorufulva"
"1966","DSCN6198","LM3","Reduncini","Redunca fulvorufulva"
"1967","DSCN6202","LM3","Reduncini","Redunca fulvorufulva"
"1968","DSCN6206","LM3","Reduncini","Redunca fulvorufulva"
"1969","DSCN6215","LM3","Reduncini","Redunca fulvorufulva"
"1970","DSCN6224","LM3","Reduncini","Redunca fulvorufulva"
"1971","DSCN6228","LM3","Reduncini","Redunca fulvorufulva"
"1972","DSCN6240","LM3","Reduncini","Redunca fulvorufulva"
"1973","DSCN6244","LM3","Reduncini","Redunca fulvorufulva"
"1974","DSCN6252","LM3","Reduncini","Redunca fulvorufulva"
"1975","DSCN6256","LM3","Reduncini","Redunca fulvorufulva"
"1976","DSCN6260","LM3","Reduncini","Redunca fulvorufulva"
"1977","DSCN6264","LM3","Reduncini","Redunca fulvorufulva"
"1978","DSCN6268","LM3","Reduncini","Redunca fulvorufulva"
"1979","DSCN6273","LM3","Reduncini","Redunca fulvorufulva"
"1980","DSCN3375","UM1","Reduncini","Redunca fulvorufulva"
"1981","DSCN3381","UM1","Reduncini","Redunca fulvorufulva"
"1982","DSCN3385","UM1","Reduncini","Redunca fulvorufulva"
"1983","DSCN3515","UM1","Reduncini","Redunca fulvorufulva"
"1984","DSCN4349","UM1","Reduncini","Redunca fulvorufulva"
"1985","DSCN6070","UM1","Reduncini","Redunca fulvorufulva"
"1986","DSCN6082","UM1","Reduncini","Redunca fulvorufulva"
"1987","DSCN6094","UM1","Reduncini","Redunca fulvorufulva"
"1988","DSCN6098","UM1","Reduncini","Redunca fulvorufulva"
"1989","DSCN6103","UM1","Reduncini","Redunca fulvorufulva"
"1990","DSCN6111","UM1","Reduncini","Redunca fulvorufulva"
"1991","DSCN6115","UM1","Reduncini","Redunca fulvorufulva"
"1992","DSCN6120","UM1","Reduncini","Redunca fulvorufulva"
"1993","DSCN6130","UM1","Reduncini","Redunca fulvorufulva"
"1994","DSCN6135","UM1","Reduncini","Redunca fulvorufulva"
"1995","DSCN6155","UM1","Reduncini","Redunca fulvorufulva"
"1996","DSCN6171","UM1","Reduncini","Redunca fulvorufulva"
"1997","DSCN3374","UM2","Reduncini","Redunca fulvorufulva"
"1998","DSCN3377","UM2","Reduncini","Redunca fulvorufulva"
"1999","DSCN3380","UM2","Reduncini","Redunca fulvorufulva"
"2000","DSCN3384","UM2","Reduncini","Redunca fulvorufulva"
"2001","DSCN3514","UM2","Reduncini","Redunca fulvorufulva"
"2002","DSCN4348","UM2","Reduncini","Redunca fulvorufulva"
"2003","DSCN6073","UM2","Reduncini","Redunca fulvorufulva"
"2004","DSCN6081","UM2","Reduncini","Redunca fulvorufulva"
"2005","DSCN6093","UM2","Reduncini","Redunca fulvorufulva"
"2006","DSCN6097","UM2","Reduncini","Redunca fulvorufulva"
"2007","DSCN6101","UM2","Reduncini","Redunca fulvorufulva"
"2008","DSCN6106","UM2","Reduncini","Redunca fulvorufulva"
"2009","DSCN6110","UM2","Reduncini","Redunca fulvorufulva"
"2010","DSCN6114","UM2","Reduncini","Redunca fulvorufulva"
"2011","DSCN6119","UM2","Reduncini","Redunca fulvorufulva"
"2012","DSCN6125","UM2","Reduncini","Redunca fulvorufulva"
"2013","DSCN6129","UM2","Reduncini","Redunca fulvorufulva"
"2014","DSCN6133","UM2","Reduncini","Redunca fulvorufulva"
"2015","DSCN6138","UM2","Reduncini","Redunca fulvorufulva"
"2016","DSCN6142","UM2","Reduncini","Redunca fulvorufulva"
"2017","DSCN6146","UM2","Reduncini","Redunca fulvorufulva"
"2018","DSCN6154","UM2","Reduncini","Redunca fulvorufulva"
"2019","DSCN6158","UM2","Reduncini","Redunca fulvorufulva"
"2020","DSCN6166","UM2","Reduncini","Redunca fulvorufulva"
"2021","DSCN6174","UM2","Reduncini","Redunca fulvorufulva"
"2022","DSCN3373","UM3","Reduncini","Redunca fulvorufulva"
"2023","DSCN3376","UM3","Reduncini","Redunca fulvorufulva"
"2024","DSCN3383","UM3","Reduncini","Redunca fulvorufulva"
"2025","DSCN3513","UM3","Reduncini","Redunca fulvorufulva"
"2026","DSCN4347","UM3","Reduncini","Redunca fulvorufulva"
"2027","DSCN6072","UM3","Reduncini","Redunca fulvorufulva"
"2028","DSCN6080","UM3","Reduncini","Redunca fulvorufulva"
"2029","DSCN6084","UM3","Reduncini","Redunca fulvorufulva"
"2030","DSCN6088","UM3","Reduncini","Redunca fulvorufulva"
"2031","DSCN6092","UM3","Reduncini","Redunca fulvorufulva"
"2032","DSCN6096","UM3","Reduncini","Redunca fulvorufulva"
"2033","DSCN6100","UM3","Reduncini","Redunca fulvorufulva"
"2034","DSCN6105","UM3","Reduncini","Redunca fulvorufulva"
"2035","DSCN6109","UM3","Reduncini","Redunca fulvorufulva"
"2036","DSCN6113","UM3","Reduncini","Redunca fulvorufulva"
"2037","DSCN6118","UM3","Reduncini","Redunca fulvorufulva"
"2038","DSCN6123","UM3","Reduncini","Redunca fulvorufulva"
"2039","DSCN6128","UM3","Reduncini","Redunca fulvorufulva"
"2040","DSCN6132","UM3","Reduncini","Redunca fulvorufulva"
"2041","DSCN6137","UM3","Reduncini","Redunca fulvorufulva"
"2042","DSCN6141","UM3","Reduncini","Redunca fulvorufulva"
"2043","DSCN6145","UM3","Reduncini","Redunca fulvorufulva"
"2044","DSCN6149","UM3","Reduncini","Redunca fulvorufulva"
"2045","DSCN6153","UM3","Reduncini","Redunca fulvorufulva"
"2046","DSCN6157","UM3","Reduncini","Redunca fulvorufulva"
"2047","DSCN6161","UM3","Reduncini","Redunca fulvorufulva"
"2048","DSCN6165","UM3","Reduncini","Redunca fulvorufulva"
"2049","DSCN6169","UM3","Reduncini","Redunca fulvorufulva"
"2050","DSCN6173","UM3","Reduncini","Redunca fulvorufulva"
"2051","DSCN3294","LM1","Tragelaphini","Taurotragus oryx"
"2052","DSCN3296","LM1","Tragelaphini","Taurotragus oryx"
"2053","DSCN3300","LM1","Tragelaphini","Taurotragus oryx"
"2054","DSCN3307","LM1","Tragelaphini","Taurotragus oryx"
"2055","DSCN3320","LM1","Tragelaphini","Taurotragus oryx"
"2056","DSCN3361","LM1","Tragelaphini","Taurotragus oryx"
"2057","DSCN3366","LM1","Tragelaphini","Taurotragus oryx"
"2058","DSCN3370","LM1","Tragelaphini","Taurotragus oryx"
"2059","DSCN4345","LM1","Tragelaphini","Taurotragus oryx"
"2060","DSCN4901","LM1","Tragelaphini","Taurotragus oryx"
"2061","DSCN4905","LM1","Tragelaphini","Taurotragus oryx"
"2062","DSCN4915","LM1","Tragelaphini","Taurotragus oryx"
"2063","DSCN4919","LM1","Tragelaphini","Taurotragus oryx"
"2064","DSCN5241","LM1","Tragelaphini","Taurotragus oryx"
"2065","DSCN5244","LM1","Tragelaphini","Taurotragus oryx"
"2066","DSCN5248","LM1","Tragelaphini","Taurotragus oryx"
"2067","DSCN5256","LM1","Tragelaphini","Taurotragus oryx"
"2068","DSCN5260","LM1","Tragelaphini","Taurotragus oryx"
"2069","DSCN5264","LM1","Tragelaphini","Taurotragus oryx"
"2070","DSCN5268","LM1","Tragelaphini","Taurotragus oryx"
"2071","DSCN5272","LM1","Tragelaphini","Taurotragus oryx"
"2072","DSCN5284","LM1","Tragelaphini","Taurotragus oryx"
"2073","DSCN5288","LM1","Tragelaphini","Taurotragus oryx"
"2074","DSCN5292","LM1","Tragelaphini","Taurotragus oryx"
"2075","DSCN7386","LM1","Tragelaphini","Taurotragus oryx"
"2076","DSCN7390","LM1","Tragelaphini","Taurotragus oryx"
"2077","DSCN7394","LM1","Tragelaphini","Taurotragus oryx"
"2078","DSCN7398","LM1","Tragelaphini","Taurotragus oryx"
"2079","DSCN7402","LM1","Tragelaphini","Taurotragus oryx"
"2080","DSCN7406","LM1","Tragelaphini","Taurotragus oryx"
"2081","DSCN7414","LM1","Tragelaphini","Taurotragus oryx"
"2082","DSCN7418","LM1","Tragelaphini","Taurotragus oryx"
"2083","DSCN7422","LM1","Tragelaphini","Taurotragus oryx"
"2084","DSCN7426","LM1","Tragelaphini","Taurotragus oryx"
"2085","DSCN3288","LM2","Tragelaphini","Taurotragus oryx"
"2086","DSCN3292","LM2","Tragelaphini","Taurotragus oryx"
"2087","DSCN3299","LM2","Tragelaphini","Taurotragus oryx"
"2088","DSCN3306","LM2","Tragelaphini","Taurotragus oryx"
"2089","DSCN3311","LM2","Tragelaphini","Taurotragus oryx"
"2090","DSCN3315","LM2","Tragelaphini","Taurotragus oryx"
"2091","DSCN3319","LM2","Tragelaphini","Taurotragus oryx"
"2092","DSCN4900","LM2","Tragelaphini","Taurotragus oryx"
"2093","DSCN4904","LM2","Tragelaphini","Taurotragus oryx"
"2094","DSCN4909","LM2","Tragelaphini","Taurotragus oryx"
"2095","DSCN4914","LM2","Tragelaphini","Taurotragus oryx"
"2096","DSCN4918","LM2","Tragelaphini","Taurotragus oryx"
"2097","DSCN7385","LM2","Tragelaphini","Taurotragus oryx"
"2098","DSCN7389","LM2","Tragelaphini","Taurotragus oryx"
"2099","DSCN7393","LM2","Tragelaphini","Taurotragus oryx"
"2100","DSCN7397","LM2","Tragelaphini","Taurotragus oryx"
"2101","DSCN7401","LM2","Tragelaphini","Taurotragus oryx"
"2102","DSCN7405","LM2","Tragelaphini","Taurotragus oryx"
"2103","DSCN7409","LM2","Tragelaphini","Taurotragus oryx"
"2104","DSCN7413","LM2","Tragelaphini","Taurotragus oryx"
"2105","DSCN7417","LM2","Tragelaphini","Taurotragus oryx"
"2106","DSCN7421","LM2","Tragelaphini","Taurotragus oryx"
"2107","DSCN7425","LM2","Tragelaphini","Taurotragus oryx"
"2108","DSCN3295","LM3","Tragelaphini","Taurotragus oryx"
"2109","DSCN3304","LM3","Tragelaphini","Taurotragus oryx"
"2110","DSCN3305","LM3","Tragelaphini","Taurotragus oryx"
"2111","DSCN3310","LM3","Tragelaphini","Taurotragus oryx"
"2112","DSCN3314","LM3","Tragelaphini","Taurotragus oryx"
"2113","DSCN3318","LM3","Tragelaphini","Taurotragus oryx"
"2114","DSCN4903","LM3","Tragelaphini","Taurotragus oryx"
"2115","DSCN4913","LM3","Tragelaphini","Taurotragus oryx"
"2116","DSCN4917","LM3","Tragelaphini","Taurotragus oryx"
"2117","DSCN7384","LM3","Tragelaphini","Taurotragus oryx"
"2118","DSCN7388","LM3","Tragelaphini","Taurotragus oryx"
"2119","DSCN7392","LM3","Tragelaphini","Taurotragus oryx"
"2120","DSCN7396","LM3","Tragelaphini","Taurotragus oryx"
"2121","DSCN7400","LM3","Tragelaphini","Taurotragus oryx"
"2122","DSCN7404","LM3","Tragelaphini","Taurotragus oryx"
"2123","DSCN7408","LM3","Tragelaphini","Taurotragus oryx"
"2124","DSCN7412","LM3","Tragelaphini","Taurotragus oryx"
"2125","DSCN7416","LM3","Tragelaphini","Taurotragus oryx"
"2126","DSCN7420","LM3","Tragelaphini","Taurotragus oryx"
"2127","DSCN7424","LM3","Tragelaphini","Taurotragus oryx"
"2128","DSCN3237","UM1","Tragelaphini","Taurotragus oryx"
